ApplicationId,ApplicantName,DateOfBirth,Gender,AadhaarNumber,Mobile,Email,PresentAddress,PermanentAddress,Division,SubDivision,PoliceStation,PassportType,ApplicationPriority,TravelPurpose,TravelCountry,ApplicationStatus,AssignedConstable,FieldVisitCompleted,CriminalRecord,FirLinked,CourtCasePending,LookoutNotice,RejectionReason,OfficerRemarks,VerificationDate
PV-2026-KOP-0062,"Suresh Bhat",1989-08-11,Male,XXXX-XXXX-3331,9840498897,suresh.bhat63@example.com,"#25, Main Road, Koppal","#25, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0063,"Vijay Das",2005-10-14,Male,XXXX-XXXX-3368,9840506816,vijay.das64@example.com,"#40, Main Road, Koppal","#40, Main Road, Koppal",Kalaburagi,Koppal,Kushtagi PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0064,"Sanjay Nambiar",1979-12-17,Male,XXXX-XXXX-3405,9840514735,sanjay.nambiar65@example.com,"#55, Main Road, Koppal","#55, Main Road, Koppal",Kalaburagi,Koppal,Koppal Town PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0065,"Deepak Varma",1995-02-20,Male,XXXX-XXXX-3442,9840522654,deepak.varma66@example.com,"#70, Main Road, Koppal","#70, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0066,"Venkatesh Verma",1969-04-23,Male,XXXX-XXXX-3479,9840530573,venkatesh.verma67@example.com,"#85, Main Road, Koppal","#85, Main Road, Koppal",Kalaburagi,Koppal,Kushtagi PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0067,"Suresh Bhat",1985-06-26,Male,XXXX-XXXX-3516,9840538492,suresh.bhat68@example.com,"#100, Main Road, Koppal","#100, Main Road, Koppal",Kalaburagi,Koppal,Koppal Town PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0068,"Vijay Das",2001-08-01,Male,XXXX-XXXX-3553,9840546411,vijay.das69@example.com,"#115, Main Road, Koppal","#115, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Fresh,URGENT,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0069,"Sanjay Nambiar",1975-10-04,Male,XXXX-XXXX-3590,9840554330,sanjay.nambiar70@example.com,"#130, Main Road, Koppal","#130, Main Road, Koppal",Kalaburagi,Koppal,Kushtagi PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0070,"Deepak Varma",1991-12-07,Male,XXXX-XXXX-3627,9840562249,deepak.varma71@example.com,"#145, Main Road, Koppal","#145, Main Road, Koppal",Kalaburagi,Koppal,Koppal Town PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0071,"Venkatesh Verma",1965-02-10,Male,XXXX-XXXX-3664,9840570168,venkatesh.verma72@example.com,"#160, Main Road, Koppal","#160, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0072,"Suresh Bhat",1981-04-13,Male,XXXX-XXXX-3701,9840578087,suresh.bhat73@example.com,"#175, Main Road, Koppal","#175, Main Road, Koppal",Kalaburagi,Koppal,Kushtagi PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOP-0073,"Vijay Das",1997-06-16,Male,XXXX-XXXX-3738,9840586006,vijay.das74@example.com,"#190, Main Road, Koppal","#190, Main Road, Koppal",Kalaburagi,Koppal,Koppal Town PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-KOP-0074,"Sanjay Nambiar",1971-08-19,Male,XXXX-XXXX-3775,9840593925,sanjay.nambiar75@example.com,"#205, Main Road, Koppal","#205, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Venkatesh G. (KSP-CON-5512)",false,false,,false,false,,,
PV-2026-KOP-0075,"Deepak Varma",1987-10-22,Male,XXXX-XXXX-3812,9840601844,deepak.varma76@example.com,"#220, Main Road, Koppal","#220, Main Road, Koppal",Kalaburagi,Koppal,Kushtagi PS,Fresh,NORMAL,"Tourism",France,PENDING,"HC Basavaraj M. (KSP-CON-1890)",false,false,,false,false,,,
PV-2026-KOP-0076,"Venkatesh Verma",2003-12-25,Male,XXXX-XXXX-3849,9840609763,venkatesh.verma77@example.com,"#235, Main Road, Koppal","#235, Main Road, Koppal",Kalaburagi,Koppal,Koppal Town PS,Renewal,NORMAL,"Tourism",Australia,FIELD_VISIT_DONE,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,,
PV-2026-KOP-0077,"Suresh Bhat",1977-02-28,Male,XXXX-XXXX-3886,9840617682,suresh.bhat78@example.com,"#250, Main Road, Koppal","#250, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Fresh,NORMAL,"Family Visit",Japan,FIELD_VISIT_DONE,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,,
PV-2026-KOP-0078,"Vijay Das",1993-04-03,Male,XXXX-XXXX-3923,9840625601,vijay.das79@example.com,"#265, Main Road, Koppal","#265, Main Road, Koppal",Kalaburagi,Koppal,Kushtagi PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-KOP-0079,"Sanjay Nambiar",1967-06-06,Male,XXXX-XXXX-3960,9840633520,sanjay.nambiar80@example.com,"#280, Main Road, Koppal","#280, Main Road, Koppal",Kalaburagi,Koppal,Koppal Town PS,Renewal,URGENT,"Higher Studies (UK/Europe)",Germany,FLAGGED,"PC Shivakumar N. (KSP-CON-6721)",true,true,FIR-2025-180/KOP,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-180/KOP. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-KOP-0080,"Deepak Varma",1983-08-09,Male,XXXX-XXXX-3997,9840641439,deepak.varma81@example.com,"#295, Main Road, Koppal","#295, Main Road, Koppal",Kalaburagi,Koppal,Gangavathi PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,REJECTED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,"Applicant failed to produce original documents during physical verification","Application rejected by Police Sub-Inspector. Reason: Applicant failed to produce original documents during physical verification",2026-05-10T16:00:00
PV-2026-RAI-0081,"Rahul Shetty",1981-06-08,Male,XXXX-XXXX-4034,9840649358,rahul.shetty82@example.com,"#10, Main Road, Raichur","#10, Main Road, Raichur",Kalaburagi,Raichur,Raichur West PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0082,"Girish Kumar",1997-08-11,Male,XXXX-XXXX-4071,9840657277,girish.kumar83@example.com,"#25, Main Road, Raichur","#25, Main Road, Raichur",Kalaburagi,Raichur,Netaji Nagar PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0083,"Sunil Iyengar",1971-10-14,Male,XXXX-XXXX-4108,9840665196,sunil.iyengar84@example.com,"#40, Main Road, Raichur","#40, Main Road, Raichur",Kalaburagi,Raichur,Manvi PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0084,"Raghavendra Nayak",1987-12-17,Male,XXXX-XXXX-4145,9840673115,raghavendra.nayak85@example.com,"#55, Main Road, Raichur","#55, Main Road, Raichur",Kalaburagi,Raichur,Sindhanur PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0085,"Sachin Choudhury",2003-02-20,Male,XXXX-XXXX-4182,9840681034,sachin.choudhury86@example.com,"#70, Main Road, Raichur","#70, Main Road, Raichur",Kalaburagi,Raichur,Raichur West PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0086,"Rahul Shetty",1977-04-23,Male,XXXX-XXXX-4219,9840688953,rahul.shetty87@example.com,"#85, Main Road, Raichur","#85, Main Road, Raichur",Kalaburagi,Raichur,Netaji Nagar PS,Tatkal,TATKAL,"Tourism",Australia,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0087,"Girish Kumar",1993-06-26,Male,XXXX-XXXX-4256,9840696872,girish.kumar88@example.com,"#100, Main Road, Raichur","#100, Main Road, Raichur",Kalaburagi,Raichur,Manvi PS,Renewal,NORMAL,"Family Visit",Japan,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0088,"Sunil Iyengar",1967-08-01,Male,XXXX-XXXX-4293,9840704791,sunil.iyengar89@example.com,"#115, Main Road, Raichur","#115, Main Road, Raichur",Kalaburagi,Raichur,Sindhanur PS,Fresh,URGENT,"Work Visa (USA)",United States of America,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0089,"Raghavendra Nayak",1983-10-04,Male,XXXX-XXXX-4330,9840712710,raghavendra.nayak90@example.com,"#130, Main Road, Raichur","#130, Main Road, Raichur",Kalaburagi,Raichur,Raichur West PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0090,"Sachin Choudhury",1999-12-07,Male,XXXX-XXXX-4367,9840720629,sachin.choudhury91@example.com,"#145, Main Road, Raichur","#145, Main Road, Raichur",Kalaburagi,Raichur,Netaji Nagar PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0091,"Rahul Shetty",1973-02-10,Male,XXXX-XXXX-4404,9840728548,rahul.shetty92@example.com,"#160, Main Road, Raichur","#160, Main Road, Raichur",Kalaburagi,Raichur,Manvi PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0092,"Girish Kumar",1989-04-13,Male,XXXX-XXXX-4441,9840736467,girish.kumar93@example.com,"#175, Main Road, Raichur","#175, Main Road, Raichur",Kalaburagi,Raichur,Sindhanur PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-RAI-0093,"Sunil Iyengar",2005-06-16,Male,XXXX-XXXX-4478,9840744386,sunil.iyengar94@example.com,"#190, Main Road, Raichur","#190, Main Road, Raichur",Kalaburagi,Raichur,Raichur West PS,Renewal,NORMAL,"Family Visit",Japan,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-RAI-0094,"Raghavendra Nayak",1979-08-19,Male,XXXX-XXXX-4515,9840752305,raghavendra.nayak95@example.com,"#205, Main Road, Raichur","#205, Main Road, Raichur",Kalaburagi,Raichur,Netaji Nagar PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,PENDING,"WHC Renuka B. (KSP-CON-3891)",false,false,,false,false,,,
PV-2026-RAI-0095,"Sachin Choudhury",1995-10-22,Male,XXXX-XXXX-4552,9840760224,sachin.choudhury96@example.com,"#220, Main Road, Raichur","#220, Main Road, Raichur",Kalaburagi,Raichur,Manvi PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"WPC Geetha R. (KSP-CON-4902)",false,false,,false,false,,,
PV-2026-RAI-0096,"Rahul Shetty",1969-12-25,Male,XXXX-XXXX-4589,9840768143,rahul.shetty97@example.com,"#235, Main Road, Raichur","#235, Main Road, Raichur",Kalaburagi,Raichur,Sindhanur PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,FIELD_VISIT_DONE,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,,
PV-2026-RAI-0097,"Girish Kumar",1985-02-28,Male,XXXX-XXXX-4626,9840776062,girish.kumar98@example.com,"#250, Main Road, Raichur","#250, Main Road, Raichur",Kalaburagi,Raichur,Raichur West PS,Fresh,NORMAL,"Tourism",France,FIELD_VISIT_DONE,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,,
PV-2026-RAI-0098,"Sunil Iyengar",2001-04-03,Male,XXXX-XXXX-4663,9840783981,sunil.iyengar0@example.com,"#265, Main Road, Raichur","#265, Main Road, Raichur",Kalaburagi,Raichur,Netaji Nagar PS,Tatkal,TATKAL,"Tourism",Australia,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-RAI-0099,"Raghavendra Nayak",1975-06-06,Male,XXXX-XXXX-4700,9840791900,raghavendra.nayak1@example.com,"#280, Main Road, Raichur","#280, Main Road, Raichur",Kalaburagi,Raichur,Manvi PS,Renewal,URGENT,"Family Visit",Japan,FLAGGED,"PC Venkatesh G. (KSP-CON-5512)",true,true,FIR-2025-200/RAI,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-200/RAI. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-RAI-0100,"Sachin Choudhury",1991-08-09,Male,XXXX-XXXX-4737,9840799819,sachin.choudhury2@example.com,"#295, Main Road, Raichur","#295, Main Road, Raichur",Kalaburagi,Raichur,Sindhanur PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,REJECTED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,"Adverse report: Ongoing criminal investigation and FIR pending","Application rejected by Police Sub-Inspector. Reason: Adverse report: Ongoing criminal investigation and FIR pending",2026-05-10T16:00:00
PV-2026-VIJ-0101,"Venkatesh Rao",1989-06-08,Male,XXXX-XXXX-4774,9840807738,venkatesh.rao3@example.com,"#10, Main Road, Vijayanagara","#10, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Hospet Town PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0102,"Suresh Shekhar",2005-08-11,Male,XXXX-XXXX-4811,9840815657,suresh.shekhar4@example.com,"#25, Main Road, Vijayanagara","#25, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Hampi PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0103,"Vijay Joshi",1979-10-14,Male,XXXX-XXXX-4848,9840823576,vijay.joshi5@example.com,"#40, Main Road, Vijayanagara","#40, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Harapanahalli PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0104,"Sanjay Pillai",1995-12-17,Male,XXXX-XXXX-4885,9840831495,sanjay.pillai6@example.com,"#55, Main Road, Vijayanagara","#55, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Kudligi PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0105,"Deepak Gowda",1969-02-20,Male,XXXX-XXXX-4922,9840839414,deepak.gowda7@example.com,"#70, Main Road, Vijayanagara","#70, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Hospet Town PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0106,"Venkatesh Rao",1985-04-23,Male,XXXX-XXXX-4959,9840847333,venkatesh.rao8@example.com,"#85, Main Road, Vijayanagara","#85, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Hampi PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0107,"Suresh Shekhar",2001-06-26,Male,XXXX-XXXX-4996,9840855252,suresh.shekhar9@example.com,"#100, Main Road, Vijayanagara","#100, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Harapanahalli PS,Renewal,NORMAL,"Tourism",France,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0108,"Vijay Joshi",1975-08-01,Male,XXXX-XXXX-5033,9840863171,vijay.joshi10@example.com,"#115, Main Road, Vijayanagara","#115, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Kudligi PS,Fresh,URGENT,"Tourism",Australia,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0109,"Sanjay Pillai",1991-10-04,Male,XXXX-XXXX-5070,9840871090,sanjay.pillai11@example.com,"#130, Main Road, Vijayanagara","#130, Main Road, Vijayanagara",Kalaburagi,Vijayanagara,Hospet Town PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
